office10_0_0,717611.2
office10_0_164_aout,709613.0
office10_0_164_bout,539646.4
office10_0_246_aout,818474.8
office10_0_246_bout,615758.2
office10_0_82_aout,691490.2
office10_0_82_bout,571865.8
office10_360_0,482029.4
office10_360_164_aout,376069.6
office10_360_164_bout,396303.0
office10_360_246_aout,446338.8
office10_360_246_bout,501575.8
office10_360_82_aout,339648.4
office10_360_82_bout,321203.2
office10_660_0,179203.0
office10_660_164_aout,234791.0
office10_660_164_bout,210870.0
office10_660_246_aout,326722.6
office10_660_246_bout,196451.4
office10_660_82_aout,277464.6
office10_660_82_bout,263691.2
office10_960_0,334155.4
office10_960_164_aout,280834.8
office10_960_164_bout,324950.8
office10_960_246_aout,333436.8
office10_960_246_bout,278440.8
office10_960_82_aout,289330.0
office10_960_82_bout,350865.6
office14_0_0,541336.0
office14_0_164_aout,526657.8
office14_0_164_bout,546080.8
office14_0_246_aout,405981.0
office14_0_246_bout,575403.0
office14_0_82_aout,664772.0
office14_0_82_bout,653389.4
office14_360_0,389130.0
office14_360_164_aout,568369.6
office14_360_164_bout,312374.8
office14_360_246_aout,492656.2
office14_360_246_bout,384741.8
office14_360_82_aout,472743.2
office14_360_82_bout,438846.2
office14_660_0,405018.4
office14_660_164_aout,306772.2
office14_660_164_bout,353593.8
office14_660_246_aout,340593.0
office14_660_246_bout,338543.8
office14_660_82_aout,358790.2
office14_660_82_bout,344767.0
office14_960_0,390087.0
office14_960_164_aout,290606.2
office14_960_164_bout,312665.0
office14_960_246_aout,347989.2
office14_960_246_bout,363246.8
office14_960_82_aout,327469.4
office14_960_82_bout,356071.4
office15_0_0,511646.6
office15_0_164_aout,768453.0
office15_0_164_bout,580747.4
office15_0_246_aout,890177.4
office15_0_246_bout,594907.8
office15_0_82_aout,597333.6
office15_0_82_bout,582014.6
office15_360_0,452159.6
office15_360_164_aout,421453.0
office15_360_164_bout,382192.8
office15_360_246_aout,461023.2
office15_360_246_bout,368856.4
office15_360_82_aout,441748.0
office15_360_82_bout,432667.8
office15_660_0,443094.4
office15_660_164_aout,423984.6
office15_660_164_bout,365378.4
office15_660_246_aout,399148.4
office15_660_246_bout,313245.2
office15_660_82_aout,407408.8
office15_660_82_bout,414384.8
office15_960_0,327892.2
office15_960_164_aout,297793.8
office15_960_164_bout,292686.8
office15_960_246_aout,314718.0
office15_960_246_bout,340481.2
office15_960_82_aout,303628.6
office15_960_82_bout,331407.0
office16_0_0,727292.4
office16_0_164_aout,578505.2
office16_0_164_bout,597867.8
office16_0_246_aout,631109.8
office16_0_246_bout,613936.2
office16_0_82_aout,591048.4
office16_0_82_bout,705936.6
office16_360_0,346701.6
office16_360_164_aout,406970.6
office16_360_164_bout,460531.2
office16_360_246_aout,312975.6
office16_360_246_bout,424680.0
office16_360_82_aout,443616.8
office16_360_82_bout,435846.4
office16_660_0,456804.8
office16_660_164_aout,418329.8
office16_660_164_bout,367078.2
office16_660_246_aout,352642.6
office16_660_246_bout,432686.6
office16_660_82_aout,361603.8
office16_660_82_bout,383251.8
office16_960_0,402684.4
office16_960_164_aout,365110.6
office16_960_164_bout,386259.8
office16_960_246_aout,385348.8
office16_960_246_bout,361948.4
office16_960_82_aout,447287.0
office16_960_82_bout,332873.0
office1_0_0,717817.4
office1_0_123_aout,678090.2
office1_0_123_bout,618954.6
office1_0_164_aout,562697.6
office1_0_164_bout,694907.8
office1_0_205_aout,609196.8
office1_0_205_bout,772506.8
office1_0_246_aout,620851.2
office1_0_246_bout,862119.6
office1_0_41_aout,689768.6
office1_0_41_bout,805948.2
office1_0_82_aout,606201.0
office1_0_82_bout,659999.0
office1_660_0,322995.0
office1_660_123_aout,331437.2
office1_660_123_bout,326435.8
office1_660_164_aout,322314.0
office1_660_164_bout,316775.4
office1_660_205_aout,340412.6
office1_660_205_bout,363176.0
office1_660_246_aout,377099.6
office1_660_246_bout,277495.8
office1_660_41_aout,378888.0
office1_660_41_bout,336957.0
office1_660_82_aout,328921.2
office1_660_82_bout,389079.8
office1_960_0,432587.8
office1_960_123_aout,407787.4
office1_960_123_bout,398864.4
office1_960_164_aout,324530.0
office1_960_164_bout,361638.6
office1_960_205_aout,375815.0
office1_960_205_bout,319574.4
office1_960_246_aout,398952.4
office1_960_246_bout,388262.4
office1_960_41_aout,266028.4
office1_960_41_bout,496509.8
office1_960_82_aout,349835.8
office1_960_82_bout,388660.0
office22_0_0,540283.6
office22_0_164_aout,569688.0
office22_0_164_bout,751753.2
office22_0_246_aout,598296.2
office22_0_246_bout,704313.0
office22_0_82_aout,690085.6
office22_0_82_bout,607773.6
office22_360_0,266839.8
office22_360_164_aout,347628.6
office22_360_164_bout,442130.2
office22_360_246_aout,343575.4
office22_360_246_bout,383947.4
office22_360_82_aout,392113.4
office22_360_82_bout,246043.6
office22_660_0,260712.2
office22_660_164_aout,277586.6
office22_660_164_bout,404944.8
office22_660_246_aout,314592.2
office22_660_246_bout,353117.8
office22_660_82_aout,234366.0
office22_660_82_bout,271103.6
office22_960_0,275497.2
office22_960_164_aout,264583.4
office22_960_164_bout,276554.0
office22_960_246_aout,280135.8
office22_960_246_bout,354841.2
office22_960_82_aout,235143.6
office22_960_82_bout,260228.0
office28_0_0,580387.2
office28_0_164_aout,610281.2
office28_0_164_bout,634798.4
office28_0_246_aout,581980.2
office28_0_246_bout,503045.4
office28_0_82_aout,499154.4
office28_0_82_bout,613940.8
office28_360_0,469569.0
office28_360_164_aout,493366.0
office28_360_164_bout,655847.6
office28_360_246_aout,524726.8
office28_360_246_bout,549003.4
office28_360_82_aout,488331.0
office28_360_82_bout,597595.6
office28_660_0,396042.6
office28_660_164_aout,468482.0
office28_660_164_bout,476419.0
office28_660_246_aout,565692.6
office28_660_246_bout,556278.4
office28_660_82_aout,516373.4
office28_660_82_bout,585206.0
office28_960_0,428991.2
office28_960_164_aout,479986.4
office28_960_164_bout,371471.2
office28_960_246_aout,387376.6
office28_960_246_bout,495919.8
office28_960_82_aout,412854.8
office28_960_82_bout,464600.2
office2_0_0,720306.0
office2_0_164_aout,826725.2
office2_0_164_bout,589564.0
office2_0_246_aout,856292.6
office2_0_246_bout,616806.2
office2_0_82_aout,844003.8
office2_0_82_bout,628087.4
office2_360_0,380819.6
office2_360_164_aout,453591.2
office2_360_164_bout,387382.8
office2_360_246_aout,415192.0
office2_360_246_bout,518550.8
office2_360_82_aout,519650.8
office2_360_82_bout,703987.8
office2_660_0,473032.4
office2_660_164_aout,457483.8
office2_660_164_bout,358948.4
office2_660_246_aout,644073.6
office2_660_246_bout,492296.6
office2_660_82_aout,533517.4
office2_660_82_bout,492245.0
office2_960_0,402191.8
office2_960_164_aout,491382.0
office2_960_164_bout,413817.8
office2_960_246_aout,479180.0
office2_960_246_bout,464092.8
office2_960_82_aout,373317.6
office2_960_82_bout,386620.0
office3_0_0,635651.0
office3_0_164_aout,708850.6
office3_0_164_bout,965710.2
office3_0_246_aout,742343.0
office3_0_246_bout,512499.8
office3_0_82_aout,786968.8
office3_0_82_bout,726780.2
office3_360_0,756927.2
office3_360_164_aout,706589.8
office3_360_164_bout,603680.6
office3_360_246_aout,625911.0
office3_360_246_bout,921975.6
office3_360_82_aout,819776.2
office3_360_82_bout,785509.6
office3_660_0,758835.0
office3_660_164_aout,402631.0
office3_660_164_bout,799949.0
office3_660_246_aout,1200370.2
office3_660_246_bout,680280.6
office3_660_82_aout,785111.0
office3_660_82_bout,591476.2
office3_960_0,553258.2
office3_960_164_aout,547124.6
office3_960_164_bout,775156.4
office3_960_246_aout,410634.2
office3_960_246_bout,476510.8
office3_960_82_aout,1109071.8
office3_960_82_bout,773123.4
office4_0_0,510480.4
office4_0_164_aout,545339.4
office4_0_164_bout,726593.8
office4_0_246_aout,556493.4
office4_0_246_bout,562865.2
office4_0_82_aout,506214.8
office4_0_82_bout,601889.2
office4_360_0,527967.4
office4_360_164_aout,498453.2
office4_360_164_bout,644245.0
office4_360_246_aout,595999.8
office4_360_246_bout,520444.4
office4_360_82_aout,641323.4
office4_360_82_bout,480195.4
office4_660_0,457779.6
office4_660_164_aout,521130.4
office4_660_164_bout,802154.6
office4_660_246_aout,476233.4
office4_660_246_bout,549821.0
office4_660_82_aout,587426.6
office4_660_82_bout,575902.0
office4_960_0,487550.0
office4_960_164_aout,647575.8
office4_960_164_bout,575976.6
office4_960_246_aout,446000.0
office4_960_246_bout,626642.2
office4_960_82_aout,456834.4
office4_960_82_bout,481603.6
office5_0_0,423900.0
office5_0_164_aout,664456.0
office5_0_164_bout,477761.6
office5_0_246_aout,468790.2
office5_0_246_bout,545469.0
office5_0_82_aout,549436.6
office5_0_82_bout,531705.4
office5_360_0,570984.6
office5_360_164_aout,479019.4
office5_360_164_bout,410076.4
office5_360_246_aout,452629.8
office5_360_246_bout,444148.6
office5_360_82_aout,468943.0
office5_360_82_bout,387725.6
office5_660_0,373843.8
office5_660_164_aout,376321.4
office5_660_164_bout,408443.8
office5_660_246_aout,386818.4
office5_660_246_bout,416547.4
office5_660_82_aout,487349.2
office5_660_82_bout,373508.0
office5_960_0,322340.6
office5_960_164_aout,393116.2
office5_960_164_bout,375735.0
office5_960_246_aout,357915.4
office5_960_246_bout,359158.6
office5_960_82_aout,354532.8
office5_960_82_bout,348204.8
office6_0_0,467726.0
office6_0_164_aout,527026.6
office6_0_164_bout,404607.2
office6_0_246_aout,444280.8
office6_0_246_bout,358643.8
office6_0_82_aout,314045.4
office6_0_82_bout,398056.0
office6_360_0,402816.0
office6_360_164_aout,442449.0
office6_360_164_bout,360563.0
office6_360_246_aout,459261.8
office6_360_246_bout,488234.6
office6_360_82_aout,379957.8
office6_360_82_bout,506818.8
office6_660_0,493435.0
office6_660_164_aout,480399.0
office6_660_164_bout,392011.0
office6_660_246_aout,429175.6
office6_660_246_bout,420665.2
office6_660_82_aout,439497.2
office6_660_82_bout,410857.0
office6_960_0,559436.4
office6_960_164_aout,495325.0
office6_960_164_bout,394672.6
office6_960_246_aout,477182.4
office6_960_246_bout,417907.8
office6_960_82_aout,341374.0
office6_960_82_bout,336537.2
office7_0_0,649401.8
office7_0_164_aout,603247.0
office7_0_164_bout,702828.4
office7_0_246_aout,525625.0
office7_0_246_bout,649809.6
office7_0_82_aout,646574.0
office7_0_82_bout,594264.4
office7_360_0,491105.2
office7_360_164_aout,348306.6
office7_360_164_bout,470007.4
office7_360_246_aout,422200.8
office7_360_246_bout,455054.0
office7_360_82_aout,529929.4
office7_360_82_bout,419223.4
office7_660_0,421816.8
office7_660_164_aout,396539.8
office7_660_164_bout,469716.4
office7_660_246_aout,384119.8
office7_660_246_bout,470078.0
office7_660_82_aout,422863.0
office7_660_82_bout,444966.0
office7_960_0,399284.6
office7_960_164_aout,345392.0
office7_960_164_bout,368066.2
office7_960_246_aout,320609.4
office7_960_246_bout,406364.4
office7_960_82_aout,385086.8
office7_960_82_bout,413087.0
office8_0_0,635914.6
office8_0_164_aout,835581.0
office8_0_164_bout,649795.6
office8_0_246_aout,831681.6
office8_0_246_bout,687128.8
office8_0_82_aout,745382.8
office8_0_82_bout,634428.4
office8_360_0,671618.2
office8_360_164_aout,595189.2
office8_360_164_bout,559854.8
office8_360_246_aout,721899.0
office8_360_246_bout,561035.0
office8_360_82_aout,730380.0
office8_360_82_bout,857065.0
office8_660_0,655110.4
office8_660_164_aout,631321.2
office8_660_164_bout,516576.4
office8_660_246_aout,618583.4
office8_660_246_bout,722135.2
office8_660_82_aout,692837.0
office8_660_82_bout,550198.6
office8_960_0,466315.8
office8_960_164_aout,571317.2
office8_960_164_bout,549976.6
office8_960_246_aout,623131.8
office8_960_246_bout,747031.0
office8_960_82_aout,527282.0
office8_960_82_bout,438972.0
office9_0_0,459325.4
office9_0_164_aout,472874.6
office9_0_164_bout,585014.4
office9_0_246_aout,587133.2
office9_0_246_bout,507231.4
office9_0_82_aout,425285.4
office9_0_82_bout,539266.8
office9_360_0,425776.2
office9_360_164_aout,472478.2
office9_360_164_bout,488764.2
office9_360_246_aout,418218.4
office9_360_246_bout,473917.0
office9_360_82_aout,432512.8
office9_360_82_bout,517787.0
office9_660_0,429117.0
office9_660_164_aout,480245.0
office9_660_164_bout,459532.4
office9_660_246_aout,424319.8
office9_660_246_bout,447129.8
office9_660_82_aout,495140.6
office9_660_82_bout,414860.8
office9_960_0,445194.4
office9_960_164_aout,404236.8
office9_960_164_bout,382633.2
office9_960_246_aout,387718.6
office9_960_246_bout,502011.0
office9_960_82_aout,465143.4
office9_960_82_bout,455295.2
